1,gaussian_noise,0.7191694673797993,0.0,0.9,0.8062,0.9145548626774579,0.0,0.6676986583762797,0.6796786279699235,0.8327743128309919,0.9999999999899999,0.753699999992463,0.9859999999901399,0.30055607915738913,0.07834891001125323,0.07834891001125323
1,shot_noise,0.6306370220213632,0.0,0.9,0.8279,0.9267441860465117,0.0,0.670540383459004,0.7105735009541352,0.855411162961967,0.9999999999899999,0.77399999999226,0.9899999999900999,0.26387964045552875,0.059768070437217546,0.059768070437217546
1,impulse_noise,0.8093402782710676,0.0,0.9,0.7814,0.9082517482517483,0.0,0.6999085086596566,0.6435140364877402,0.821917692566107,0.9999999999899999,0.7149999999928499,0.9835999999901639,0.3337354240727268,0.09302522032983146,0.09302522032983146
1,defocus_blur,0.5158085944274318,0.0,0.9,0.8545,0.9418649026841369,0.0,0.6859106528738206,0.749037081643658,0.8828597914247966,0.9999999999899999,0.786099999992139,0.9913999999900859,0.22399377306057608,0.04154706355628684,0.04070753664543812
1,motion_blur,0.5427114122949263,0.0,0.9,0.8366,0.9451086956521739,0.0,0.7527539779221081,0.7224898646316971,0.8884526891937607,0.9999999999899999,0.73599999999264,0.989599999990104,0.24245628241754671,0.056658958493504885,0.05621307965178862
1,zoom_blur,0.5302492471194109,0.0,0.9,0.8395,0.9479697178251892,0.0,0.7644859812607796,0.7271349354788132,0.8925956215079476,0.9999999999899999,0.726499999992735,0.9908999999900909,0.23834009164789705,0.05228313130480575,0.05144676753094728
1,glass_blur,1.0644971209974143,0.0,0.9,0.7247,0.8550681683461766,0.0,0.6447511805069106,0.5697489580242913,0.7340726604034422,0.9999999999899999,0.6747999999932519,0.9801999999901979,0.4294341804356675,0.14966626182504914,0.14966626182504914
1,snow,0.6660272134581086,0.0,0.9,0.8185,0.9189545934530094,0.0,0.6617079889442585,0.6956793165416988,0.8430998807882677,0.9999999999899999,0.7575999999924239,0.988499999990115,0.2805919981494867,0.06811856851977212,0.06770561194257553
1,frost,0.6217084884002003,0.0,0.9,0.8324,0.928994862336978,0.0,0.6784009546134605,0.7163166362703436,0.8596812561351383,0.9999999999899999,0.759099999992409,0.989499999990105,0.25851163624803,0.058449496333442916,0.058449496333442916
1,fog,0.5047761546866986,0.0,0.9,0.8513,0.9444153805911588,0.0,0.7141896435296442,0.7446801592942721,0.8871734777072667,0.9999999999899999,0.764599999992354,0.9919999999900799,0.2252944096181316,0.04991297914236983,0.04991297914236983
1,brightness,0.5389467225906215,0.0,0.9,0.8541,0.936125,0.0,0.6497601096196188,0.7483896947718532,0.8730210150057893,0.9999999999899999,0.7999999999919999,0.9909999999900899,0.2266303154442067,0.033764092702189365,0.033764092702189365
1,contrast,0.5114662559954852,0.0,0.9,0.8491,0.9460398023240283,0.0,0.7322730284471655,0.7415440220124134,0.8900495524092384,0.9999999999899999,0.7486999999925129,0.9923999999900759,0.2294535432556198,0.053877995458197145,0.053877995458197145
1,elastic_transform,0.668663987335813,0.0,0.9,0.8109,0.9283319362950545,0.0,0.7287149655881165,0.685074280471115,0.8583144760758039,0.9999999999899999,0.7157999999928419,0.9859999999901399,0.28161517368617506,0.0754385004682071,0.0754385004682071
1,pixelate,0.565881428197933,0.0,0.9,0.8473,0.9348297411044509,0.0,0.6653569089282674,0.7381382725191544,0.870256612155042,0.9999999999899999,0.784099999992159,0.990599999990094,0.23829851367774468,0.04587929997864633,0.04570556276310433
1,jpeg_compression,0.6322496331323104,0.0,0.9,0.8278,0.9267043215552345,0.0,0.6759581881140558,0.7092830861371557,0.8547255351357371,0.9999999999899999,0.761299999992387,0.9897999999901019,0.26679142595023936,0.06143707443775035,0.06143707443775035
2,gaussian_noise,1.0035883982721836,0.0,0.9,0.741,0.8749117605534378,0.0,0.6579150578896559,0.5984457648083817,0.7679351275491244,0.9999999999899999,0.7082999999929169,0.976599999990234,0.40110766638125944,0.13448144456374544,0.13448144456374544
2,shot_noise,0.7480814006103987,0.0,0.9,0.7987,0.908628762541806,0.0,0.6607054147709535,0.6707811163640418,0.8234190023213135,0.9999999999899999,0.7474999999925249,0.9867999999901319,0.3086559289920704,0.08437561668581808,0.08437561668581808
2,impulse_noise,1.1287967519554396,0.0,0.9,0.7117,0.858139534883721,0.0,0.682622268446666,0.5541620094686609,0.7345383762919214,0.9999999999899999,0.64499999999355,0.9661999999903379,0.4461431778536078,0.1480470881304755,0.1480470881304755
2,defocus_blur,0.5092155257548066,0.0,0.9,0.8501,0.9479070988059309,0.0,0.735156771131744,0.7428364768196739,0.8936852019828698,0.9999999999899999,0.762099999992379,0.9907999999900919,0.22607127481511358,0.048989100588951826,0.048989100588951826
2,motion_blur,0.6122229210627979,0.0,0.9,0.8141,0.9372335734234897,0.0,0.770306616419026,0.6900396309512804,0.872985471774039,0.9999999999899999,0.6802999999931969,0.988499999990115,0.27668767281599693,0.06427868476429036,0.06387828720475539
2,zoom_blur,0.5041681142958198,0.0,0.9,0.8439,0.9508174199752714,0.0,0.7706598333907329,0.7342925174802177,0.8991280065087027,0.9999999999899999,0.7278999999927209,0.991599999990084,0.22890471100194182,0.04988196606132492,0.04988196606132492
2,glass_blur,1.0493283692591178,0.0,0.9,0.7219,0.8586714222024074,0.0,0.6580366774304913,0.5664815634714523,0.7401118021530021,0.9999999999899999,0.672899999993271,0.9782999999902169,0.42743373260626266,0.1522662695458561,0.1522662695458561
2,snow,0.8877911515690887,0.0,0.9,0.7597,0.8866200199914323,0.0,0.6695796920237379,0.618630749173313,0.7881241777927726,0.9999999999899999,0.700299999992997,0.983899999990161,0.3702812822986018,0.11496048392837252,0.11475228186799932
2,frost,0.7366773303807683,0.0,0.9,0.7965,0.9154221912072575,0.0,0.7022113021767955,0.6660663419271419,0.8362253343643251,0.9999999999899999,0.716499999992835,0.9864999999901349,0.3090199863272263,0.08395105497015073,0.08395105497015073
2,fog,0.5130321154583617,0.0,0.9,0.8374,0.9538439554158331,0.0,0.8013530134808515,0.7247735271645557,0.9048096487104216,0.9999999999899999,0.6997999999930019,0.9910999999900889,0.23781354528110574,0.04731638149954903,0.0470450156788004
2,brightness,0.5626258612514592,0.0,0.9,0.8498,0.9361380526514674,0.0,0.6624500665337916,0.7419175819364081,0.8737225407599134,0.9999999999899999,0.793899999992061,0.991799999990082,0.23192826123682003,0.03618734632617107,0.03618734632617107
2,contrast,0.5866479598220706,0.0,0.9,0.8126,0.9516333650491595,0.0,0.8372465314387808,0.6899874544527873,0.8995220164801795,0.9999999999899999,0.630599999993694,0.9888999999901109,0.270867195223278,0.04899830774481773,0.04899830774481773
2,elastic_transform,0.6211323461799515,0.0,0.9,0.8199,0.9322643074371025,0.0,0.727928928332708,0.6979978069755127,0.8643276342535948,0.9999999999899999,0.7233999999927659,0.9885999999901139,0.2691457576644421,0.0709494979464291,0.0709494979464291
2,pixelate,0.6038258954688135,0.0,0.9,0.8348,0.9300352434408041,0.0,0.6755447941479694,0.7199217914357149,0.8609760037140066,0.9999999999899999,0.7660999999923389,0.989499999990105,0.254115802708139,0.05724046077134882,0.05724046077134882
2,jpeg_compression,0.6931305778579709,0.0,0.9,0.8081,0.9188499261050651,0.0,0.6852527357641869,0.6807613946150737,0.8397914660361423,0.9999999999899999,0.7442999999925569,0.9888999999901109,0.2943007952655563,0.07883844931705618,0.07883844931705618
3,gaussian_noise,1.3976417417155895,0.0,0.9,0.6612,0.8143880411086889,0.0,0.6481700117872441,0.5036227484143263,0.6726273438945225,0.9999999999899999,0.6421999999935779,0.9554999999904449,0.5277271264339527,0.19631265686265262,0.19631265686265262
3,shot_noise,1.1195935891891027,0.0,0.9,0.7172,0.8623921451948825,0.0,0.6729137199196282,0.5704417814757148,0.7467355899808882,0.9999999999899999,0.672199999993278,0.9703999999902959,0.4377046823485221,0.14923354304076758,0.14906879673785783
3,impulse_noise,1.4738330029358246,0.0,0.9,0.6337,0.8071257279890374,0.0,0.6926016925827846,0.46397691148997017,0.6572781322135656,0.9999999999899999,0.583799999994162,0.9432999999905669,0.5624188120860292,0.20545857449141658,0.20545857449141658
3,defocus_blur,0.5202545667099322,0.0,0.9,0.8409,0.948259385665529,0.0,0.7617850408069273,0.7291785852818273,0.8934562113127853,0.9999999999899999,0.7324999999926749,0.9901999999900979,0.23402017489598717,0.0550633433605844,0.0550633433605844
