1,zoom_blur,3.5924444769287107,0.0,0.9,0.29384,0.9226401703335699,0.0,0.993825761866999,0.17641254615906085,0.7822223204626261,1.0,0.05636,0.52292,0.830292516841006,0.037715312805874326
1,brightness,2.134905491027832,0.0,0.9,0.51724,0.9581736909323116,0.0,0.9837186179468058,0.3608161469179779,0.8517162694328331,1.0,0.18792,0.75452,0.6088311118443196,0.011078269143162664
1,contrast,3.222058173828125,0.0,0.9,0.31788,0.933579335793358,0.0,0.9947223362458218,0.20247738054872666,0.8133639018469883,1.0,0.0542,0.5749,0.8098109750121478,0.030812315204836467
1,defocus_blur,3.4336657171630858,0.0,0.9,0.29848,0.9296585767174003,0.0,0.9951248717071501,0.17751425624679404,0.7977661266455462,1.0,0.04862,0.53934,0.8254081846788666,0.017464803715735513
1,elastic_transform,2.5476667950439453,0.0,0.9,0.44372,0.9575263336731227,0.0,0.991011720716186,0.2936801229594415,0.8725194595193311,1.0,0.11772,0.68814,0.6859856092449337,0.01836201676689763
1,fog,3.37432330078125,0.0,0.9,0.29762,0.9289772727272727,0.0,0.9950169423958541,0.19284256588868992,0.799046973684353,1.0,0.04928,0.54778,0.8278602555711739,0.03995433702180652
1,frost,3.093138084716797,0.0,0.9,0.36168,0.9404145077720207,0.0,0.9920729414713624,0.23397027679016766,0.8040009633530021,1.0,0.08492,0.60152,0.7655240418194521,0.02420295509824126
1,gaussian_noise,3.513136354980469,0.0,0.9,0.30546,0.932223196026877,0.0,0.9933193192616696,0.19836577153411342,0.783842839627452,1.0,0.06846,0.5264,0.8198523943313443,0.04167501002976834
1,glass_blur,3.276000150756836,0.0,0.9,0.32762,0.9331133773245351,0.0,0.9933668461286772,0.20048631471247083,0.7943251429400762,1.0,0.06668,0.56852,0.7982417576479957,0.018082565660262086
1,impulse_noise,4.336516931762695,0.0,0.9,0.20766,0.8993586581154416,0.0,0.9948506954085368,0.1323902045811749,0.7251320613592028,1.0,0.04054,0.3983,0.906322998384108,0.08972647878121602
1,jpeg_compression,2.5677634844970703,0.0,0.9,0.43782,0.934861453648629,0.0,0.9840264683909068,0.29217035830579424,0.7907417769286897,1.0,0.13786,0.68938,0.6943577980770542,0.029942527041499974
1,motion_blur,2.9472975128173826,0.0,0.9,0.37582,0.9569008470353761,0.0,0.9944567272261207,0.23513252822413477,0.8706042499479305,1.0,0.08028,0.62368,0.7500089225155342,0.009850978889248824
1,pixelate,2.4851736264038085,0.0,0.9,0.45698,0.9327290076335878,0.0,0.9792272844462451,0.30865276151276994,0.785482348080779,1.0,0.16768,0.7044,0.6764860896678196,0.048617782069947234
1,shot_noise,3.7096401416015623,0.0,0.9,0.28224,0.9234886649874056,0.0,0.993228934462773,0.18112759087370164,0.7693882984870575,1.0,0.06352,0.49856,0.8395515558143108,0.05779225624213575
1,snow,3.878267681274414,0.0,0.9,0.26776,0.8990854619993692,0.0,0.9912596962744455,0.16746753597862388,0.7002110341454474,1.0,0.06342,0.47888,0.8583730523542069,0.0863288548452584
2,zoom_blur,4.145830540161133,0.0,0.9,0.23132,0.8895410885805763,0.0,0.9946141437269085,0.13368474120395757,0.6915142758814672,1.0,0.03748,0.43784,0.887872561926571,0.062261291167255844
2,brightness,2.3226679907226564,0.0,0.9,0.48164,0.9561392324365676,0.0,0.9867273709391157,0.3301490055442634,0.8426628882582662,1.0,0.15686,0.7252,0.6460406261858085,0.00835153802987523
2,contrast,4.03588497680664,0.0,0.9,0.20816,0.8739130434782608,0.0,0.9963376439684785,0.12545578823592562,0.7114561178349837,1.0,0.023,0.4301,0.907694768574996,0.07154125271273985
2,defocus_blur,4.022508132324218,0.0,0.9,0.22262,0.91640625,0.0,0.997247163549358,0.12293182456677258,0.748106502636573,1.0,0.0256,0.43874,0.8871450993171861,0.03002937713099703
2,elastic_transform,3.83065004699707,0.0,0.9,0.27924,0.9363241678726484,0.0,0.9951162661634941,0.16720478856433585,0.8089374858194893,1.0,0.05528,0.4932,0.8415445149498727,0.046878663098314816
2,fog,3.996094232788086,0.0,0.9,0.21528,0.8851063829787233,0.0,0.9958711387501274,0.13617387115005414,0.7369557356338109,1.0,0.0282,0.44058,0.9019614728785065,0.07720540558648317
2,frost,4.509479576416016,0.0,0.9,0.19274,0.8413258110014105,0.0,0.9944255877907985,0.12008014133358672,0.6576392142382068,1.0,0.02836,0.38744,0.9268712439811754,0.09886378044438193
2,gaussian_noise,4.889712531738281,0.0,0.9,0.15742,0.8385650224215246,0.0,0.9948728904080325,0.09984490969564559,0.6095642307791653,1.0,0.02676,0.3174,0.9538462753027855,0.11070274600696259
